trace_file,game,method,game_number,target,target_source,provenance_hash,trace_schema_version,sigma_mode,generation,source_event,operator,hypothesis_name,parent_id,parent_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,injected_rationale_hash,rationale_inherited,rationale_truncated,basis_words_count,proposed_word,realized_rank,proposed_word_invalid,child_best_word,child_best_rank
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,ml_mutation,edible item descriptors,4471ef0cd6ee497d80f62d6c1f74a33e,103,0.4,False,top500,False,,False,False,1,crispy,12356,False,sweet,1054
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,m_mutation,furniture types,ceabdfb5be3945afa7ff873d16603a28,126,0.3,False,top500,False,,False,False,1,table,345,False,counter,19
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,s_mutation,workspace environments,0040606f8dd749618709729196a6758d,241,0.6,False,top500,False,,False,False,1,workspace,471,False,workspace,471
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,s_mutation,mothers,b63643e0486c494db4f4638affa105c9,583,0.6,False,top500,False,,False,False,1,mother,583,False,mother,583
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,l_mutation,celestial bodies,c9a8e14caeda411a9edc052ade91503b,1300,0.2,False,beyond,False,,False,False,1,star,36685,False,planet,16487
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,CROSSOVER,crossover,kitchen_elements,8b77ea20ded0498e9acd103c64e62a38;4471ef0cd6ee497d80f62d6c1f74a33e,19,0.3,False,beyond,False,,False,False,4,surface,10472,False,counter,19
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,l_mutation,architectural elements,8b77ea20ded0498e9acd103c64e62a38,6,0.4,False,top500,False,3ab83fa7f3bcf123,True,False,1,beam,1770,False,wall,483
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,ml_mutation,food textures,4471ef0cd6ee497d80f62d6c1f74a33e,103,0.2,False,beyond,False,,False,False,1,soft,9962,False,light,5485
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,ml_mutation,furniture,ceabdfb5be3945afa7ff873d16603a28,126,0.6,False,top500,False,,False,False,1,cabinet,5,False,cabinet,5
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,ml_mutation,places,0040606f8dd749618709729196a6758d,241,0.6,False,top500,False,,False,False,1,building,914,False,room,119
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,l_mutation,care roles,b63643e0486c494db4f4638affa105c9,583,0.4,False,top500,False,,False,False,1,helper,110,False,helper,110
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,CROSSOVER,crossover,modular_furniture,79e6eb30442e418c86426f0ff4169b1e;8b77ea20ded0498e9acd103c64e62a38,5,0.7,False,top500,False,,False,False,3,table,345,False,cabinet,5
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,l_mutation,containers,79e6eb30442e418c86426f0ff4169b1e,5,0.3,False,top500,False,bd8e4e79ae1113e0,True,False,1,locker,134,False,locker,134
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,s_mutation,bread components,4471ef0cd6ee497d80f62d6c1f74a33e,103,0.7,False,top500,False,,False,False,1,crust,4003,False,dough,1585
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,l_mutation,support systems,47df1ca9e64a4e4da00bf7fdd08d5cbc,110,0.3,False,top500,False,34edaf7114c4140b,True,False,1,mediator,64134,False,coordinator,1721
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,s_mutation,private spaces,057a4ed2a5ad418e87b6357ea4d9b4c8,119,0.7,False,top500,False,994fa4b318ae1ed2,True,False,1,space,253,False,space,253
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,ml_mutation,furniture,ceabdfb5be3945afa7ff873d16603a28,126,0.3,False,beyond,False,,False,False,1,bench,785,False,chest,107
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,CROSSOVER,crossover,material_resources,79e6eb30442e418c86426f0ff4169b1e;4471ef0cd6ee497d80f62d6c1f74a33e,5,0.2,False,beyond,False,,False,False,1,grain,543,False,grain,543
ea_llm_self_adaptive_api_1390_run1_20260720_144938.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,OPERATOR_SAMPLED,s_mutation,private storage areas,41516f17a0e14e94bd57618ab6c4f609,2,0.7,False,top500,False,9c531f2d81d8cdcb,True,False,1,alcove,96,False,pantry,1
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,ml_mutation,building features,4fbda8f1394e4c9c912bb82364dea47d,46,0.5,False,top500,False,,False,False,1,window,196,False,floor,32
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,l_mutation,nutritional components,63d3f6813cd4469ea04e7c745d24734b,103,0.3,False,top500,False,,False,False,2,grain,543,False,meal,13
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,s_mutation,leisurely movements,cb707b7b96ab4068b51da7ff0ca18197,528,0.3,False,top500,False,,False,False,1,stroll,8711,False,tread,5752
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,l_mutation,protective coverings,a78807e7e55441e7a14c14717b9b0f6d,541,0.6,False,top500,False,,False,False,1,cover,1075,False,cover,1075
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,OPERATOR_SAMPLED,m_mutation,cat physical traits,2f9979c0c05842428d55243a931bff0e,789,0.4,False,top500,False,,False,False,1,claw,1685,False,paw,651
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,1,CROSSOVER,crossover,components,9ff179e687c54d77b8ea585d21be1124;c325187bcbbf4403baf9b30cbb80f1b6,13,0.6,False,top500,False,,False,False,4,component,6909,False,part,3183
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,m_mutation,social gatherings around eating,9ff179e687c54d77b8ea585d21be1124,13,0.4,False,top500,False,64504687d428e247,True,False,2,feast,171,False,banquet,121
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,l_mutation,terrain characteristics,c325187bcbbf4403baf9b30cbb80f1b6,32,0.5,False,top500,False,79eb0744eeab74c2,True,False,1,surface,10472,False,surface,10472
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,m_mutation,access points,4fbda8f1394e4c9c912bb82364dea47d,46,0.4,False,top500,False,,False,False,1,entrance,622,False,entrance,622
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,ml_mutation,cooking methods,63d3f6813cd4469ea04e7c745d24734b,103,0.4,False,top500,False,,False,False,1,bake,326,False,bake,326
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,OPERATOR_SAMPLED,s_mutation,coordinated clothing,a78807e7e55441e7a14c14717b9b0f6d,513,0.6,False,top500,False,,False,False,1,suit,6232,False,set,5216
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,2,CROSSOVER,crossover,structural_components,9ff179e687c54d77b8ea585d21be1124;c325187bcbbf4403baf9b30cbb80f1b6,13,0.3,False,top500,False,,False,False,6,component,6909,False,part,3183
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,l_mutation,behavioral patterns,9ff179e687c54d77b8ea585d21be1124,13,0.3,False,top500,False,64504687d428e247,True,False,1,habit,3253,False,habit,3253
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,ml_mutation,building materials,c325187bcbbf4403baf9b30cbb80f1b6,32,0.3,False,top500,False,79eb0744eeab74c2,True,False,1,concrete,4090,False,wood,640
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,m_mutation,entry and barrier concepts,4fbda8f1394e4c9c912bb82364dea47d,46,0.4,False,beyond,False,,False,False,1,barrier,10326,False,opening,1017
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,l_mutation,thermal properties,63d3f6813cd4469ea04e7c745d24734b,54,0.4,False,top500,False,,False,False,1,heat,4456,False,heat,4456
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,OPERATOR_SAMPLED,m_mutation,daily rituals involving evening meals,bff673e8bf1548b59e4c620dfc3de68f,94,0.4,False,top500,False,79901dfe9e2f8ccb,True,False,1,ritual,11199,False,evening,885
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,3,CROSSOVER,crossover,structural_nutrients,9ff179e687c54d77b8ea585d21be1124;c325187bcbbf4403baf9b30cbb80f1b6,13,0.4,False,top500,False,,False,False,6,component,6909,False,material,2737
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,OPERATOR_SAMPLED,m_mutation,quantitative aspects,9ff179e687c54d77b8ea585d21be1124,13,0.3,False,top100,False,64504687d428e247,True,False,1,unit,409,False,serving,206
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,OPERATOR_SAMPLED,s_mutation,flooring elements,c325187bcbbf4403baf9b30cbb80f1b6,32,0.6,False,top500,False,79eb0744eeab74c2,True,False,1,deck,1956,False,deck,1956
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,OPERATOR_SAMPLED,m_mutation,door mechanics,4fbda8f1394e4c9c912bb82364dea47d,46,0.4,False,top500,False,,False,False,1,hinge,1489,False,latch,1297
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,OPERATOR_SAMPLED,s_mutation,broth-based foods,63d3f6813cd4469ea04e7c745d24734b,54,0.7,False,top500,False,,False,False,1,broth,1011,False,stew,369
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,OPERATOR_SAMPLED,m_mutation,supper as a dining activity,bff673e8bf1548b59e4c620dfc3de68f,94,0.4,False,top500,False,79901dfe9e2f8ccb,True,False,1,dine,51,False,dine,51
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,4,CROSSOVER,crossover,structural_nutrition,9ff179e687c54d77b8ea585d21be1124;c325187bcbbf4403baf9b30cbb80f1b6,13,0.3,False,beyond,False,,False,False,3,staple,606,False,grain,543
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,5,OPERATOR_SAMPLED,l_mutation,domestic environments,4fbda8f1394e4c9c912bb82364dea47d,6,0.4,False,top500,False,,False,False,1,residence,2841,False,living,89
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,5,OPERATOR_SAMPLED,m_mutation,meal as structured events,9ff179e687c54d77b8ea585d21be1124,13,0.4,False,top500,False,64504687d428e247,True,False,1,course,10256,False,unit,409
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,5,OPERATOR_SAMPLED,m_mutation,structural levels,c325187bcbbf4403baf9b30cbb80f1b6,32,0.4,False,top500,False,79eb0744eeab74c2,True,False,1,level,4105,False,level,4105
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,5,OPERATOR_SAMPLED,l_mutation,social interactions,c503102c52a84cd0ae61fd86514b4dbc,51,0.4,False,top500,False,785be067cc556ee7,True,False,1,gather,519,False,gather,519
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,5,OPERATOR_SAMPLED,l_mutation,culinary processes,63d3f6813cd4469ea04e7c745d24734b,54,0.5,False,top500,False,,False,False,1,cooking,43,False,cooking,43
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,5,CROSSOVER,crossover,basic_parts_or_substances,4fbda8f1394e4c9c912bb82364dea47d;9ff179e687c54d77b8ea585d21be1124,6,0.7,False,top100,False,,False,False,3,component,6909,False,material,2737
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,6,OPERATOR_SAMPLED,ml_mutation,space descriptors,ec3cf72c79c04b9a8c070ab93c56561c,4,0.4,False,top500,False,9fc104fc05674e0c,True,False,1,descriptor,39098,False,feature,1336
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,6,OPERATOR_SAMPLED,ml_mutation,room components,4fbda8f1394e4c9c912bb82364dea47d,6,0.4,False,top500,False,,False,False,1,pillar,6618,False,step,1798
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,6,OPERATOR_SAMPLED,m_mutation,meal contexts,9ff179e687c54d77b8ea585d21be1124,13,0.6,False,top500,False,64504687d428e247,True,False,2,table,345,False,table,345
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,6,OPERATOR_SAMPLED,s_mutation,structural levels,c325187bcbbf4403baf9b30cbb80f1b6,32,0.7,False,top500,False,79eb0744eeab74c2,True,False,1,tier,1430,False,tier,1430
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,6,OPERATOR_SAMPLED,l_mutation,sensory experiences,bfb1cc65c9834e118e2a44277751102c,43,0.3,False,top500,False,2d06f7c3c51f5c5c,True,False,1,sensory,9635,False,flavor,1909
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,6,CROSSOVER,crossover,domestic_objects,ec3cf72c79c04b9a8c070ab93c56561c;4fbda8f1394e4c9c912bb82364dea47d,4,0.8,False,top100,False,,False,False,3,chair,581,False,table,345
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,7,OPERATOR_SAMPLED,ml_mutation,culinary terms,ec3cf72c79c04b9a8c070ab93c56561c,4,0.5,False,top500,False,9fc104fc05674e0c,True,False,1,stove,76,False,oven,60
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,7,OPERATOR_SAMPLED,s_mutation,supporting structures,4fbda8f1394e4c9c912bb82364dea47d,6,0.7,False,top100,False,,False,False,1,ledge,853,False,rack,86
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,7,OPERATOR_SAMPLED,ml_mutation,meal-related items,9ff179e687c54d77b8ea585d21be1124,13,0.4,False,top500,False,64504687d428e247,True,False,1,dish,56,False,dish,56
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,7,OPERATOR_SAMPLED,l_mutation,natural environments,c325187bcbbf4403baf9b30cbb80f1b6,32,0.4,False,top500,False,79eb0744eeab74c2,True,False,1,nature,3052,False,wildlife,3041
ea_llm_self_adaptive_api_1390_run1_20260720_162708.json,api,ea_llm_self_adaptive,1390,pantry,solved,bd9f2858283673a2,3,frozen_uniform,7,OPERATOR_SAMPLED,ml_mutation,food descriptors,bfb1cc65c9834e118e2a44277751102c,43,0.6,False,top500,False,2d06f7c3c51f5c5c,True,False,1,aroma,12204,False,salty,4985
